,heading,text
589,"Biden taps Kamala Harris as running mate, setting aside tensions from primary","She makes history as the first Black woman to serve as a major political party’s VP pick. The Biden campaign said Biden and Harris will deliver remarks together on Wednesday in Wilmington, Delaware.
""I’ve decided that Kamala Harris is the best person to help me take this fight to Donald Trump and Mike Pence and then to lead this nation starting in January 2021,"" Biden said in an email to supporters.
Biden also tweeted: ""I have the great honor to announce that I’ve picked @KamalaHarris — a fearless fighter for..."
590,"Barack Obama to Travel to Kenya, Fulfilling Promise of Presidential Visit to Father’s Homeland","President Barack Obama will visit his father’s homeland for the first time as president,the White House said Monday, fulfilling a promise he made to travel to Kenya before he leaves the White House.
Mr. Obama will visit the east African nation in July for the 2015 Global Entrepreneurship Summit. The event brings together business leaders, non-governmental organization workers and government officials and is being hosted in sub-Saharan Africa for the first time.
The trip will “continue our efforts to work with countries in sub-Saharan Africa, including Kenya, to accelerate economic..."
591,President Obama to Visit Kenya,"President Obama will visit Kenya this summer for an international business conference in his first trip to his father’s homeland since taking office, the White House announced on Monday.
Mr. Obama agreed to attend the annual Global Entrepreneurship Summit meeting to be hosted by the government of Kenya in July, the first time the six-year-old forum will be held in sub-Saharan Africa.
“His trip will build on the success of the August 2014 U.S.-Africa Leaders Summit and continue our efforts to work with countries in sub-Saharan Africa, including Kenya, to..."
592,"Obama to Make Landmark Presidential Trip to Father's Homeland, Kenya","Barack Obama will make a long-awaited trip to Kenya later this year, visiting his father's homeland for the first time since becoming US president six years ago, the White House said Monday.
During the long-promised visit this July, Obama will attend a Global Entrepreneurship Summit in the east African nation, a statement said.
Obama has visited Africa four times since becoming president, but has not visited the country where he still has relatives.
For much of Obama's presidency, Kenya's leaders have been under a cloud of prosecution by the International..."
593,What time is the eclipse where I live?,"You'll need perfect timing to catch the exact moment the moon blocks the sun in your city.
The total solar eclipse on Aug. 21 lasts less than a minute in some places, while a partial eclipse can be visible for an hour or more.
Everyone in the USA will be able to see at least a partial eclipse, weather permitting, but when is the best time to watch?
The short answer is that it depends on where you live.
Type your zip code here to find out when to..."
594,How to View the 2017 Solar Eclipse Safely,"Looking directly at the sun is unsafe except during the brief total phase of a solar eclipse (“totality”), when the moon entirely blocks the sun’s bright face, which will happen only within the narrow path of totality (
https://go.nasa.gov/2pC0lhe
(link is external)).
The only safe way to look directly at the uneclipsed or partially eclipsed sun is through special-purpose solar filters, such as “eclipse glasses” (example shown at left) or hand-held solar viewers. Homemade filters or ordinary sunglasses, even very dark ones, are not safe for looking at the sun;..."
595,More than spectacle: Eclipses create science and so can you,"The sun is about to spill some of its secrets, maybe even reveal a few hidden truths of the cosmos. And you can get in on the act next week if you are in the right place for the best solar eclipse in the U.S. in nearly a century.
Astronomers are going full blast to pry even more science from the mysterious ball of gas that’s vital to Earth. They’ll look from the ground, using telescopes, cameras, binoculars and whatever else works. They’ll look from the International Space Station and..."
596,Obama on ISIS Airstrikes: 'This Is Not America's Fight Alone',"President Barack Obama, speaking publicly for the first time after airstrikes against ISIS in Syria, declared Tuesday that the partnership of Arab allies “makes it clear to the world that this is not America’s fight alone.”
The president spoke from the South Lawn of the White House before flying to New York for the United Nations General Assembly, where he will seek to marshal further support for the anti-ISIS campaign."
597,Obama: Syria strikes show ‘this is not America’s fight alone’,"The coalition that attacked ISIS in Syria overnight “makes it clear to the world that this is not America’s fight alone,” U.S. President Barack Obama said Tuesday.
Noting that he had “made clear that America would act as part of a broad coalition,” the President declared at the White House: “That’s exactly what we’ve done.”
Bahrain, Saudi Arabia, the United Arab Emirates, Jordan and Qatar all participated in the operation, the U.S. military said. Bahrain, Jordan, and the UAE all said they took part in the airstrikes. Saudi Arabia did..."
598,IS strikes: Not America's fight alone - Obama,"President Obama has hailed the support of Arab nations in air strikes on Islamic State (IS) militants, saying: ""This is not America's fight alone.""
He was speaking hours after the US and Arab allies launched their first air strikes against IS in Syria.
Activists say at least 70 IS militants and 50 other al-Qaeda-linked fighters were killed in the strikes.
US state department spokeswoman Jan Psaki said the US had warned Syria in advance ""not to engage US aircraft"".
But she added that Washington had not requested permission or given..."
599,"The Ever Given Is Free, Clearing Way for Traffic to Resume","The mammoth cargo ship blocking one of the world’s most vital maritime arteries was wrenched from the shoreline and finally set free on Monday, raising hopes that traffic could soon resume in the Suez Canal and limit the economic fallout of the disruption.
Salvage teams, working on land and water for six days and nights, were ultimately assisted by forces more powerful than any machine rushed to the scene: the moon and the tides.
The ship was ultimately set free at around 3 p.m., according to shipping officials. Horns blared..."
600,"Grounded cargo ship Ever Given floating, moving through Suez Canal","One of the largest ships in the world was refloated and moving through the Suez Canal on Monday after being grounded for almost a week, authorities said.
Hopes heightened that hundreds of waiting ships would soon be sailing through the crucial global waterway. A salvage team was pulling the vessel toward the Great Bitter Lake, a wider stretch of water in the middle of the canal where the ship will undergo technical inspection, canal authorities said.
The stern of the Ever Given, which had been grounded about four yards from..."
601,Container ship stuck in Suez Canal freed,"The container ship that had an extended stay in the Suez Canal is now free.
The 200,000-ton behemoth known as Ever Given was dislodged on Monday morning, hours after officials said they made some progress.
“It is with utmost pleasure that we can confirm that the #Suez Canal Authority and staff have succeeded in re-floating M/V EVER GIVEN. She is currently underway to Great Bitter Lake. More information will follow on our profile. M/V EVER GIVEN is no longer #grounded,” the Leth Agencies said.
The ship got stuck last Tuesday..."
602,Business groups sue Trump admin over immigration restrictions,"The U.S. Chamber of Commerce, National Retail Federation and National Association of Manufacturers filed a lawsuit in San Francisco against the Trump administration on Tuesday over federal immigration restrictions.
Driving the news: The suit comes in response to the administration's move to ban entry into the U.S. through the end of this year for foreigners on certain temporary work visas — including high-skilled H-1B visas that are relied on by big U.S. tech companies.
""Our lawsuit seeks to overturn these sweeping and unlawful immigration restrictions that are an unequivocal 'not..."
603,The Case for Setting H-1Bs Free,"When President Trump suspended the issuance of new H-1B work visas for high-skilled foreigners, he explained it as a way to bolster job prospects for unemployed Americans. But if companies can’t bring talent to the U.S., they respond by shifting resources and research abroad, according to a study released this week by the National Bureau of Economic Research.
Britta Glennon, a professor at the University of Pennsylvania, examined data on 2,263 U.S. multinational companies. When the cap on H-1B visas dropped precipitously in 2004, multinational firms that were more reliant..."
604,Hospitals Are Suddenly Short of Young Doctors — Because of Trump’s Visa Ban,"As hospitals across the United States brace for a difficult six months — with the first wave of the coronavirus pandemic still raging and concerns about a second wave in the fall — some are acutely short-staffed because of an ill-timed change to immigration policy and its inconsistent implementation.
A proclamation issued by President Donald Trump on June 22, barring the entry of most immigrants on work visas, came right as hospitals were expecting a new class of medical residents. Hundreds of young doctors were unable to start their residencies..."
605,Trump blasted Australian prime minister during ‘worst call by far’,President Trump reportedly blasted the Australian prime minister during a phone call between the leaders of the two longtime allies.
606,U.S.-Australia Rift Is Possible After Trump Ends Call With Prime Minister,"A phone call between President Trump and the Australian prime minister is threatening to develop into a diplomatic rift between two stalwart allies after the two men exchanged harsh words over refugee policy, and Mr. Trump abruptly ended the call."
607,Trump Disparages 'Dumb' Deal With Australia On Refugees,"Ruffling U.S. ties with one of its closest allies, President Trump is sharply criticizing an Obama-era agreement with Australia — a deal that also reportedly prompted the American leader to tell Australia's prime minister that his was the ""worst"" phone call he received after his inauguration."
608,Jobs report could show a slowing trend and be the lever the Fed needs to cut rates,"Ten years into the recovery, the economy’s ability to create new jobs may be slowing both because the U.S. is running out of workers, and also because the trade war may be worrying employers.
Economists expect to see 165,000 jobs were added in June, after a stunningly low 75,000 payrolls added in May, according to Dow Jones. But a soft ADP report Wednesday, with just 102,000 new private payrolls dampened expectations for the government’s June payroll report, which will be released Friday."
609,"U.S. Wage and Job Growth Are Slowing, New Report Warns","The U.S. labor market is showing further signs of a slowdown, according to new data from Glassdoor.
Job openings in the U.S. increased just 1.4% from the same period last year, according to the employment site’s June 2019 Job Market Report.
“The continued growth in jobs and pay seen in Glassdoor’s latest Job Market Report is a sign that the good times aren’t over yet. But after a decade-long recovery, today’s labor market is sluggish,” Glassdoor senior economist Daniel Zhao said in a statement."
610,What job growth in June can reveal about a Fed rate cut in July,"Slowing private payroll growth in June, an indicator of broader labor market performance, will play a key role in whether the Federal Reserve cuts interest rates later this month.
Non-government employers added 102,000 jobs, according to a Wednesday report from payroll-services provider ADP that economists view as a gauge of overall hiring. While a sharp rebound from gains of 41,000 in May, it's still well below the average of 224,000 for the first four months of 2019.
""The job market continues to throttle back,"" Mark Zandi, chief economist of Moody's..."
611,Iran warns U.S. it could down more drones as Pompeo arrives in Persian Gulf,"Iran’s navy chief warned the United States on Monday that Iranian forces could shoot down more surveillance drones if they violate the country’s airspace, as Secretary of State Mike Pompeo arrived in Saudi Arabia for talks with Arab allies in the Persian Gulf.
“The enemy dispatched its most sophisticated . . . and most complicated surveillance aircraft” to spy on Iran, and “everyone saw the downing of the drone,” Rear Adm. Hossein Khanzadi said Monday, referring to the U.S. Navy RQ-4A Global Hawk drone shot down by Iran last week.
Such..."
612,Iran threatens 'crushing response' to US drones as Pompeo arrives in region,"Secretary of State Mike Pompeo arrived in Saudi Arabia on Monday for talks with the kingdom's leaders ahead of a planned announcement of new economic sanctions targeting Iran.
Pompeo will meet with King Salman bin Abdulaziz Al Saud and Crown Prince Mohammed bin Salman to discuss ""ways to counter the malign Iranian influence in the region,"" the State Department said in a statement.
Pompeo also will visit the United Arab Emirates in a bid to consolidate allies in the region en route to strengthening a global coalition against what the..."
613,Iranian official warns more US spy drones can be blown out of the sky,"An Iranian military official said Monday that Tehran is capable of shooting down more American spy drones as tensions between the two countries continue to simmer, according to a report out of the country.
Rear. Adm. Hossein Khanzadi, Iran's naval chief, said Iran can deliver another “crushing response … and the enemy knows it,"" according to the semi-official Tasnim news agency.
Trump called off military strikes against Tehran after Iranians shot down a U.S. surveillance drone, which was valued at over $100 million.
Iran claimed that the drone was flying..."
614,Michigan House repeals emergency powers law Gov. Whitmer used to fight pandemic,"A 76-year-old Michigan law crafted in the wake of Detroit race riots and used more recently to combat a generational health crisis is officially dead.   
The Republican-controlled state House on Wednesday voted 60-48 largely along party lines in support of initiative petition language that repeals the Emergency Powers Act of 1945. The vote came one week after the state Senate also approved the initiative. 
Gov. Gretchen Whitmer used the law to issue sweeping health and safety restrictions in the early days of the COVID-19 pandemic, moves that eventually garnered pushback from Republicans..."
615,Michigan Legislature kills law Whitmer used for virus rules,"Republican lawmakers on Wednesday killed a law that underpinned coronavirus restrictions issued by Gov. Gretchen Whitmer in 2020, wiping it from the books after Michigan’s Supreme Court declared the measure unconstitutional.
The Democrat is powerless to veto the citizen-initiated bill. A conservative group that organized the ballot drive next plans to target a public health law that enabled Whitmer’s administration to keep intact capacity restrictions and mask requirements for eight additional months until voluntarily lifting them in June after infections subsided amid vaccinations.
The GOP-led House voted 60-48 to repeal the 1945..."
616,Michigan repeals law that gave Gov. Gretchen Whitmer emergency powers,"In a rebuke to Gretchen Whitmer, the Republican-led Michigan state House of Representatives repealed a 76-year-old law that gave the governor broad emergency powers used to lock down much of the state during the COVID-19 pandemic.
In a 60-48 vote mainly along party lines, the Emergency Powers Act of 1945 was officially scuttled. The state Senate had already voted to kill the act last week.
Though the legislation does not take effect immediately it was a clear shot at Whitmer, whose strict shut-down policies stirred protests last year, but also made her..."
617,"Are schools contributing to a spike in COVID-19 cases among kids? Partly, experts explain.","After a year of virtual school, students and parents alike were excited for the return of in-person learning. But just as quickly as the new school year started, many children were sent back home after a slew of COVID-19 outbreaks forced them into quarantine. 
In Florida, school districts around the state, including in Jacksonville's Duval County, are closing schools as cases rise. New Orleans School District saw 299 active COVID-19 cases and more than 3,000 students and staff in quarantine, according to district data. A Mississippi public health official said about 20,000 students across the..."
618,"As Kids Head Back to School, Science-Backed Ways to Help Their COVID Blues","Classrooms are opening this fall, but don't expect it to be anything like a return to pre-pandemic normal. These kids will be bouncing off the walls. They'll squirm in their seats, chat while the teacher is talking, horse around in the hallways, talk back and have a harder time than usual in following rules. ""There will be millions of children returning to our classrooms this fall with an over-activated stress physiology,"" says Nadine Burke Harris, a former pediatrician and expert on childhood stress who is now California's surgeon general.
The..."
619,Back to School With No Idea What to Expect,"The officials in charge of running the nation’s public schools had all summer—and $122 billion in Covid relief funds from Congress—to plan for the first day of school, so naturally chaos has ensued as students begin heading back to the classroom.
San Francisco, Miami and Dallas haven’t decided on a quarantine policy or what infection-rate threshold will trigger school closures. In New York City, home to the nation’s largest school system, principals are wondering how every student can return to in-person learning full-time while still adhering to social-distancing requirements. Mayor Bill de..."
620,Liz Truss vows energy crisis action ahead of first day as PM,"Liz Truss has promised to deal with surging energy costs and to cut taxes, after she won the Tory leadership contest to become the next PM.
Her plan, set to be announced on Thursday, is likely to include a freeze on energy bills - though precisely how it would work is still unclear.
Ms Truss will be formally appointed by the Queen at Balmoral Castle later, after a final speech by Boris Johnson.
The 47-year-old, the UK's third woman PM, will then appoint her cabinet.
In her victory speech, Ms..."
621,Liz Truss becomes UK prime minister after meeting Queen at Balmoral,"Liz Truss has become the UK’s new prime minister after meeting the Queen at Balmoral, where she was asked to form a government after the resignation of Boris Johnson.
Truss, 47, is the UK’s 56th prime minister and its third female leader. She is expected to return immediately to Downing Street and will give an address to the nation at about 4pm, before beginning to appoint her cabinet.
One of her first significant acts as prime minister is expected to be an announcement on plans to tackle the energy price..."
622,Liz Truss's Cabinet: Who's in and who's out?,"Liz Truss is expected to begin announcing her Cabinet on Tuesday after being elected leader of the Conservative Party on Monday.
Following her victory over Rishi Sunak, the new party leader will fly to Balmoral where she will be formally invited by the Queen to form a government.
She is set to confirm appointments to her top team later in the day, but some ministers have already indicated that they will step down."
623,Laptop Email: Joe Biden Did Favor for Hunter’s Chinese Business Associate,"The official White House line that Hunter Biden’s enrichment schemes have been completely separate from Joe Biden can no longer be sustained. Brooke Singman and Peter Hasson of Fox News report that email traffic shows that in 2017 Joe Biden wrote a college recommendation letter for the son of a Chinese executive. Jonathan Li, who did business with Hunter Biden.
“Fox News Digital obtained emails between Hunter Biden and his business associates,” Ms. Singman and Mr. Hasson add, noting that according to the emails Joe Biden FedExed the letter to Brown University..."
624,Here’s a dozen times Joe Biden played a role in son Hunter’s business dealings,"President Biden and the White House have repeatedly denied that he and Hunter Biden ever discussed the first son’s controversial overseas business dealings — yet there are at least a dozen times where Joe Biden had to know what his son was doing.
1. Joe “recommends”
The latest example emerged Wednesday, when it was revealed that Hunter Biden got his dad to write a recommendation letter to Brown University for the son of a powerful Chinese business associate, Jonathan Li.
“Jonathan, Hunter asked me to send you a copy of the recommendation letter..."
625,"Biden wrote college recommendation letter for son of Hunter's Chinese business partner, emails reveal"," President Biden, in 2017, wrote a college recommendation letter for the son of a Chinese executive who did business with Hunter Biden, according to emails reviewed by Fox News Digital.
The president has repeatedly denied discussing Hunter's business ventures with his son. 
Fox News Digital obtained emails between Hunter Biden and his business associates involved in his firm Rosemont Seneca’s joint venture with Chinese investment firms Bohai Capital and BHR. 
Hunter held a 10% stake in BHR as recently as last year, the White House previously acknowledged. Hunter's attorney told the New York Times in..."
626,US sets COVID record with more than 1 million daily cases,"The US recorded more than 1 million COVID-19 new cases Monday — a daily record for any country since the pandemic began.
The 1,082,549 COVID-19 cases reported by Johns Hopkins University comes as the highly contagious Omicron variant rages across the country.
The startling figure is the largest single-day tally of any nation ever reported and nearly double the previous US record of 590,000 cases set just four days ago, Bloomberg News reported.
The massive caseload is also more than double the highest total reported by any nation during the ongoing pandemic that..."
627,U.S. Logs Record 1 Million Virus Cases With Data Delay,"The U.S. added more than 1 million people to its Covid-19 case count on Monday as the true scope of a surge in infections over the holidays began to round into view.
The highly mutated variant, combined with delayed reporting by local governments over the holidays, led to a single-day record for new cases for any country in the world. Monday’s number is almost double the previous mark of about 590,000 set just four days ago in the U.S., which itself was a doubling from the prior week. 
Using a..."
628,More than 1 million Americans were diagnosed with COVID over the long holiday weekend,"The U.S. reported a record 1,082,549 new COVID-19 cases on Monday, according to data from Johns Hopkins University. It's the latest in a series of staggering milestones brought on by the highly transmissible omicron variant, which is sweeping across the U.S. and around the world.
The U.S. has broken several of its own COVID-19 records in recent days. Last week, Johns Hopkins reported more than 480,000 new cases in a single day, more than double the number of daily cases reported during the peak of the delta surge. The seven-day average topped 280,000.
For reference:..."
629,"Early voting in Iowa, other states kicks off presidential election","Let the voting begin. More than five weeks before Election Day, voters in the Iowa battleground began to cast their ballots Thursday as early voting opened."
630,Iowa Voters Who Are Ã¢â‚¬â€ Literally Ã¢â‚¬â€ Done With The Election,"Early in-person voting has begun in Iowa, the first swing state to open polling sites."
631,"September, November: 40 Precious Days to Spend on Early Vote","A stream of voters arrived at election offices across Iowa to cast their ballots, and waves of absentee ballots have started landing in mailboxes in 30 other states."
632,OPINION: Congress Overrides Obama,Too bad it’s on a bill that will hurt U.S. interests.
633,Congress steamrolls Obama's veto,Congress delivered a stinging rebuke to President Obama Wednesday as both chambers voted overwhelmingly to override his veto of a 9/11 victims’ rights bill.
634,Congress Hands Barack Obama The First Veto Override Of His Presidency,Democrats and Republicans force a law into effect that enables 9/11 families to sue Saudi Arabia.
635,How Harvard Should Handle the Kyle Kashuv Mess,"After the mass shooting at Marjory Stoneman Douglas High School in Parkland, Florida, many survivors became outspoken advocates of gun control. In contrast, Kyle Kashuv became an outspoken advocate of gun rights, appearing on Fox News and speaking at events to young conservatives.
He was set to attend Harvard after a gap year. But the university rescinded its offer, Kashuv announced yesterday, citing a controversy involving racial slurs.
“A few weeks ago, I was made aware of egregious and callous comments classmates and I made privately years ago—when I was..."
636,Harvard's rejection of Parkland student made sense,"It's tough out there for a conservative teenage social media personality these days -- you can't toss around racial slurs like you used to and still be welcomed into Harvard with open arms. Can you imagine a worse injustice?
That is, in all seriousness, the argument of Kyle Kashuv, an 18-year-old who became a gun rights activist in response to his classmates at Marjory Stoneman Douglas High School in Florida, who themselves became activists against gun violence in the wake of their peers being massacred by a school shooter. Kashuv..."
637,"Harvard Rescinds Admission To Conservative Kyle Kashuv Over Private Racist Remarks He Wrote At 16, Despite Apology And Evidence Of Growth. This Is Disgusting.","On Monday, Parkland survivor and outspoken conservative Kyle Kashuv announced that Harvard University had withdrawn his admission from the school over the revelation of racist, offensive, idiotic posts written on a private Google document with friends when he was sixteen years old. Never mind that Kashuv apologized publicly for the comments; never mind that his public behavior has evinced no racism whatsoever.
Forgiveness must be withheld."
638,Supreme Court Allows GOP’s Extreme Gerrymandering to Stand,"Today, the Supreme Court let Wisconsin keep its extremely gerrymandered political map, which gave Republicans 60% of the seats in the state assembly despite having won only 47% of the vote."
639,"On Gerrymandering, SCOTUS Punts With a Purpose","Earlier today, the Supreme Court issued its opinion in Gill v. Whitford — better known as the “Wisconsin gerrymandering case” — and the plaintiffs lost, at least for now. Wisconsin will not have to redraw its legislative districts. But the court didn’t rule for Wisconsin on the merits. Instead, it held that the plaintiffs hadn’t established Article III standing in the case. They hadn’t established a concrete, particularized, individual harm. Instead, they were arguing that they had suffered harms because they were Democrats, and Democrats as a whole were underrepresented..."
640,Supreme Court punts on two cases regarding partisan election districts,"The Supreme Court sidestepped a potentially historic ruling Monday that would have blocked states from drawing election maps intended to help one political party dominate the other, but the issue may return in 2019."
641,"No prison for U.S. Army deserter Bergdahl, who Trump wanted dead","U.S. Army Sergeant Bowe Bergdahl on Friday was spared prison for endangering his comrades in arms when he deserted in Afghanistan in 2009, a sentence swiftly condemned by President Donald Trump, who while seeking election had called for his execution."
642,"Bowe Bergdahl won’t serve prison time, and that’s making Trump really angry",Trump’s comments as a candidate may have influenced the judge to give Bergdahl a more lenient sentence.
643,The Bergdahl Sentence is a Travesty,"A travesty of justice occurred on Friday. A deserter with blood on his heels will walk free, leaving dead and maimed Americans in his wake, because of a bully’s pulpit and a weak man’s bench and gavel. The miscarriage results from a president who tweets too much and a judge who discerns too little."
644,"White House, truckers blast Texas as inspections snarl Mexico traffic","Huge, multi-mile traffic jams at numerous U.S. border crossings in Mexico worsened Wednesday as Texas Gov. Greg Abbott (R) largely kept in place his new restrictions that require secondary inspections of commercial trucks and other vehicles.
The new policy, announced last week, has led some truckers to remain snarled in traffic for more than 30 hours, prompting desperate pleas from fruit and vegetable importers, the auto industry and other executives who said their products are being caught up in a political standoff."
645,"Texas Gov. Abbott vows to continue truck inspections until Biden, Mexico move to secure border","Texas Gov. Greg Abbott is vowing to continue the truck inspections that have snarled traffic at the Texas-Mexico border until there is action from both President Biden and Mexican officials to stem the ongoing migrant crisis at the southern border.
Abbott spoke Wednesday as he signed a memorandum of understanding with the governor of Nuevo Leon that would see inspections stopped at the bridge in Laredo in return for what he called ""enhanced border security enforcement measures"" at the ports of entry and along the Rio Grande from Nuevo Leon."
646,"Border agencies, truckers, leaders blast 'unnecessary' increased inspections stymying commerce","Gov. Greg Abbott lifted enhanced inspections at one border crossing Wednesday, after Nuevo León Governor Samuel García agreed to establish checkpoints and patrols to prevent unauthorized border crossings into Texas.
But truckers continued to wait hours to cross at the Ysleta and the Bridge of the Americas ports of entry in El Paso. 
Truckers said they usually spend two or three hours crossing into El Paso from Juárez. After Gov. Greg Abbott announced new Texas Department of Public Safety (DPS) trooper inspections at ports of entry, truckers this week suddenly found themselves in 10-plus hour lines. "
647,The Trump administration is finalizing plans to strip funding from Planned Parenthood,A rule released Friday will make it harder for abortion providers to offer birth control.
648,Trump administration bans abortion referrals at U.S.-funded clinics,"The Trump administration said on Friday that taxpayer-funded family planning clinics which primarily serve low-income Americans will no longer be able to refer patients for abortions, a move that"
649,Trump admin bars federal funding for abortion clinics,"The Trump administration issued a rule Friday barring groups that provide abortions or abortion referrals from participating in the $286 million federal family planning program, a long-expected move"
650,Biden to pitch sweeping ‘family plan’ in speech to Congress,"Marking his first 100 days in office, President Joe Biden will use his first joint address to Congress to pitch a $1.8 trillion investment in children, families and education that would fundamentally transform the role government plays in American life.
Biden will make his case Wednesday night before a pared-down gathering of mask-wearing legislators due to coronavirus restrictions and in a U.S. Capitol still surrounded by black fencing after insurrectionists protesting his election occupied the very dais where he will stand.
In the nationally televised ritual of a president standing..."
651,"Biden to push trillions in investment, plead for police reform in Congress speech","U.S. President Joe Biden plans to unveil a sweeping $1.8 trillion package for families and education in his first joint speech to Congress on Wednesday, as he stresses the need to invest to compete with China, the White House said.
Biden will argue that the new package – which together with an earlier infrastructure and jobs plan totals around $4 trillion, rivaling the annual federal budget – is a once-in-a-generation investment vital to America's future.
The U.S. president will also plead directly with lawmakers to pass legislation to curb police..."
652,Biden moves to extend key parts of COVID-19 relief bills with American Families Plan,"President Biden is expected to announce the American Families Plan during his first joint address to Congress on Wednesday that has been framed as a complement to earlier massive investments during the COVID-19 era, but critics will likely seize on the plan as an attempt to extend major parts of the earlier relief packages.
The legislation is an effort to build on the American Rescue Plan, which was the $1.9 trillion behemoth passed in March. Republicans were opposed to the earlier plan because they argued that only nine percent of..."
653,"Memo to Democrats: If there’s another covid surge, you’ll get the blame","In recent weeks, mask mandates across the country have been dropped as covid case rates and hospitalizations have fallen with the waning of the omicron wave. Everyone hopes that even if the virus never completely disappears, it could become merely endemic and not the dominant reality of everyday life that it has been for two years.
Yet there are signs a new wave could be on its way, now that one is already hitting Europe. Should that happen, Democrats ought to know that they’ll get the blame.
Right now, Democrats don’t appear all..."
654,America Is Zooming Through the Pandemic Panic-Neglect Cycle,"All epidemics trigger the same dispiriting cycle. First, panic: As new pathogens emerge, governments throw money, resources, and attention at the threat. Then, neglect: Once the danger dwindles, budgets shrink and memories fade. The world ends up where it started, forced to confront each new disease unprepared and therefore primed for panic. This Sisphyean sequence occurred in the United States after HIV, anthrax, SARS, Ebola, and Zika. It occurred in Republican administrations and Democratic ones. It occurs despite decades of warnings from public-health experts. It has been as inevitable as the..."
655,There is no need for more COVID money,"In the interest of providing much-needed aid to Ukraine, avoiding a government shutdown, and sending as much pork home to their home districts as possible, members of Congress acted on a bipartisan basis this month and passed an omnibus spending bill six months into the fiscal year.
As badly as they behaved in doing this, they at least had the good sense to purge from this 2,700-page monstrosity President Joe Biden's request for $22.5 billion (later $15.6 billion) in additional funds for COVID relief."
656,"Supreme Court has voted to overturn abortion rights, draft opinion shows","The Supreme Court has voted to strike down the landmark Roe v. Wade decision, according to an initial draft majority opinion written by Justice Samuel Alito circulated inside the court and obtained by POLITICO.
The draft opinion is a full-throated, unflinching repudiation of the 1973 decision which guaranteed federal constitutional protections of abortion rights and a subsequent 1992 decision – Planned Parenthood v. Casey – that largely maintained the right. “Roe was egregiously wrong from the start,” Alito writes."
657,"Court has voted to overturn Roe, according to draft opinion published by Politico","The Supreme Court has voted to overturn Roe v. Wade and Planned Parenthood v. Casey, according to a copy of an apparent draft opinion obtained by Politico.
Obtained by reporters Josh Gerstein and Alexander Ward, the 98-page draft opinion by Justice Samuel Alito is dated Feb. 10, 2022. It is styled as the “opinion of the Court” in Dobbs v. Jackson Women’s Health Organization, in which Mississippi and its supporters have asked the justices to eliminate the constitutional right to abortion that was first established by Roe in 1973 and re-affirmed by Casey in 1992."
658,"Supreme Court Poised to Overturn Roe, Draft Opinion Shows","The Supreme Court is poised to overturn Roe v. Wade and Planned Parenthood v. Casey, according to a bombshell new report from Politico.
A draft decision from Justice Samuel Alito obtained by the outlet states that “Roe was egregiously wrong from the start. Its reasoning was exceptionally weak, and the decision has had damaging consequences. And far from bringing about a national settlement of the abortion issue, Roe and Casey have enflamed debate and deepened division.”"
659,DeVos ignites backlash with rewrite of campus sexual assault policy,Education Secretary Betsy DeVos ignited a backlash after announcing plans to revamp an Obama-era guidance for colleges and universities on how to handle sexual assaults on campuses to better protect students who are accused.
660,Feminists Go Nuts After Betsy DeVos Makes Statement On Sexual Assault Guidance,Feminists are freaking out about Education Secretary Betsy DeVos’s Thursday announcement that the Department of Education will move away from former President Barack Obama’s Title IX enforcement and embrace a new strategy based on public feedback.
661,How To Argue About Title IX If Betsy DeVos’ Decision Makes You Absolutely Livid,"On Thursday, Education Secretary Betsy DeVos announced that she would be essentially gutting Obama-era Title IX sexual assault protections. Implemented in 2011 during President Obama's term, the protections and guidelines were lauded by advocates and sexual assault survivors as a step forward. But these guidelines have been controversial from the start with critics saying that they infringe on the rights of those accused of sexual assault. If you vehemently disagree with DeVos' decision, here's how to argue about Title IX."
662,Trump tries to distance himself from 'send her back' chants,"President Donald Trump on Thursday attempted to distance himself from a boisterous ""send her back"" chant aimed at Rep. Ilhan Omar, D-Minn., that occurred at his campaign rally Wednesday night.
""I was not happy with it — I disagree with it,"" Trump told reporters at the White House, adding, ""I didn't say that, they did.""
The chant broke out among rally-goers in North Carolina after the president went on an extended rant about Omar and three of her House colleagues — Reps. Alexandria Ocasio-Cortez, D-N.Y., Rashida Tlaib, D-Mich., and Ayanna..."
663,Donald Trump blames supporters for 'send her back' taunts against black lawmaker,"WASHINGTON – President Donald Trump blamed his supporters Thursday for a chant of ""send her back"" that erupted at his North Carolina rally, even though he did nothing to stop the taunts against a black lawmaker.
""I disagree with it,” the president told reporters a day later in the Oval Office. ""I wasn't happy with that message.""
Pressed further, Trump suggested that reporters return to North Carolina to ask why supporters began the chant during Wednesday's rally. The audience broke into the chant in the middle of a lengthy..."
664,Trump says he is 'not happy' with 'send her back' chant,"President Trump said he disagrees with the ""send her back"" chant that broke out during his rally in North Carolina on Wednesday, which was directed at Democratic Rep. Ilhan Omar.
Asked why he did not stop the audience in Greenville, Trump told reporters Thursday in the Oval Office, ""I think I did — I started speaking very quickly.”
He added, ""I was not happy with it — I disagree with it."""
665,Trump and Sanders Win New Hampshire Primary,"Donald J. Trump recovered from a second-place finish in Iowa, and Bernie Sanders defeated Hillary Clinton in a state where he has long held an advantage."
666,How Trump and Sanders Broadened Their Bases in New Hampshire,"Voters in the nation's first primary delivered resounding victories to Donald Trump and Democrat Sen. Bernie Sanders, who both found a wider appeal with New Hampshire voters than polls had predicted."
