,heading,text
336,"Saudi sentences five to death, three to jail over Khashoggi murder","RIYADH (Reuters) - Saudi Arabia on Monday sentenced five people to death and three more to jail terms totaling 24 years over the killing of Saudi journalist Jamal Khashoggi in the Saudi consulate in Istanbul last year.
Saudi Deputy Public Prosecutor and spokesman Shalaan al-Shalaan, reading out the trial verdict, said the court dismissed charges against the remaining three of the 11 people that had been on trial, finding them not guilty. None of the defendants’ names was immediately released.
“The investigation showed that the killing was not premeditated ......"
337,Saudi Arabia sentences five to death for Khashoggi murder but clears three top officials,"(CNN)Saudi Arabia has sentenced five people to death for the murder of journalist Jamal Khashoggi but cleared a former top adviser to Crown Prince Mohammed bin Salman, a public prosecutor said Monday.
There was no evidence against Saud al-Qahtani, Saudi Deputy Public Prosecutor Shaalan al-Shaalan announced in a televised press conference Monday. A court also dismissed charges against Ahmed al-Assiri, a former deputy intelligence chief, and Mohammed al-Otaibi, Saudi's consul general in Istanbul when the murder took place, he said.
Al-Qahtani was sanctioned a year ago by the US..."
338,Trump campaign denies showing massacre in 'Church of Fake News' parody video at Doral,"A graphically violent parody video, shown at a meeting of President Trump’s supporters at his Miami resort, depicted a likeness of the president shooting and stabbing his opponents and members of the news media in a church, The New York Times reported Sunday.
In the video, Trump’s critics and media members are portrayed as parishioners fleeing his gruesome rampage. The fake Trump strikes the late Sen. John McCain in the neck, hits and stabs TV personality Rosie O’Donnell in the face, lights Sen. Bernie Sanders’ head on fire and shoots..."
339,Macabre Video of Fake Trump Shooting Media and Critics Is Shown at His Resort,"A video depicting a macabre scene of a fake President Trump shooting, stabbing and brutally assaulting members of the news media and his political opponents was shown at a conference for his supporters at his Miami resort last week, according to footage obtained by The New York Times.
Several of Mr. Trump’s top surrogates — including his son Donald Trump Jr., his former spokeswoman Sarah Huckabee Sanders and the governor of Florida, Ron DeSantis — were scheduled to speak at the three-day conference, which was held by a pro-Trump group,..."
340,Fake video of Trump shooting media and political opponents shown at conference: New York Times,"Journalists are calling on President Donald Trump and his campaign to denounce a video edited to depict Trump violently murdering news organizations and political opponents.
The video was played at a conference hosted by a pro-Trump group at his Miami resort last week, according to a report in The New York Times. It includes the logo for Trump's 2020 re-election campaign.
In the video, which is an edited scene from the film ""Kingsman: The Secret Service,"" Trump enters a ""Church of Fake News"" and opens fire on members of the..."
341,Roy Moore to Run Again for Alabama Senate Seat Despite Sexual-Misconduct Allegations,"Roy Moore, who was the Republican nominee in 2017’s Alabama Senate election but lost after being accused of sexual misconduct, announced Thursday that he will run again in 2020.
“Yes, I will run for the United States Senate in 2020,” Moore said. “Can I win? Yes, I can win.”
The former chief justice of Alabama’s Supreme Court was accused during his 2017 campaign of touching and making sexual advances toward teenage girls, including a 14-year-old, in the 1980s, when he was in his 30s. The judge, who lost the election..."
342,‘This place has enough creepy old men’: GOP vows to crush Roy Moore,"Republicans are promising to do everything they can to obliterate Roy Moore in the Alabama Senate primary.
A push is underway to get President Donald Trump involved in derailing Moore. Republicans are actively moving to recruit Jeff Sessions to run for his old seat. And GOP leaders are warning the party will jeopardize perhaps its only chance at picking up a Senate seat next year if they let Democrat Doug Jones get his favored match-up."
343,How Roy Moore Could Actually Win Alabama’s Republican Senate Primary,"After Doug Jones won Alabama’s U.S. Senate race in 2017 — the first time a Democrat had won a seat there in 25 years — it seemed as if Roy Moore’s political career was over. After all, he faced allegations that he initiated unwanted sexual contact with teenage girls when he was in his 30s. (Moore has denied the allegations, dismissing them as “fake news.”)
But now Moore has decided to run for the Senate again. On Thursday, the former chief justice of the Alabama Supreme Court announced his bid..."
344,Pence might share a ticket with Trump but not a worldview,"Donald Trump's vice presidential pick, Mike Pence, has held wildly different views on trade, Russia, Iraq and Muslims than the billionaire businessman.
Throughout his 16-year political career, the 57-year-old Indiana governor has adhered to traditionally muscular Republican policies on foreign affairs."
345,CNN: Trump Considered Dumping Pence Late Last Night,"Beware of this scoop from CNN's Dana Bash -- not because she isn't credible as a journalist, but because the sourcing is totally opaque. Why would anyone within Trump's upper echelon leak this detail and intentionally draw blood from their just-announced teammate? And who would be in a position to know this information, but also have an incentive to run off and gossip to CNN that Trump supposedly came thisclose to dropping Pence and heading in another direction? Here's Bash's tweet, which is making the rounds:"
346,Top GOP Operative: Mike Pence Once Thought Trump Was ‘Unacceptable.’ Now He’s The VP Pick.,"Dan Senor, a respected Republican strategist who served as a senior adviser to Mitt Romney’s 2012 presidential campaign, suggested on Friday that Donald Trump’s vice presidential pick once found the real estate mogul’s politics repulsive."
347,"Unemployment rate drops to 13.3% in May, signaling return of US jobs","The U.S. unemployment rate unexpectedly dropped to 13.3 percent in May, down from a record high in April, indicating the nation's economy is recovering faster than expected from the coronavirus lockdown.
The Labor Department said in its Friday report that employers added a stunning 2.5 million jobs in May -- the biggest increase on record. The economy shed a combined 22.1 million jobs in April and March, meaning there are an estimated 21 million Americans currently out of work.
Economists surveyed by Refinitiv expected the report, conducted in mid-May, to..."
348,Dow rallies more than 700 points after shocking record surge in U.S. jobs,"The Dow Jones Industrial Average rallied on Friday after the latest U.S. jobs report raised hope the economy is starting to recover from the coronavirus pandemic.
The 30-stock Dow jumped more than 700 points at the open, or 2.7%. The S&P 500 traded 2% higher,. The Nasdaq Composite advanced 0.9%.
“We’re back,” CNBC’s Jim Cramer said on “Squawk Box.” “I think there were a lot of people who felt that the layoffs would be permanent and it’s obvious that there’s so much demand that people have to bring people..."
349,"May jobs report: US economy unexpectedly adds 2.5 million payrolls, unemployment rate falls to 13.3%","The May jobs report showed an unexpected rise in the number of non-farm payrolls in the economy and a drop in the unemployment rate from April, averting what economists expected would be a rise in the jobless rate to the highest level since the Great Depression amid the coronavirus pandemic.
The Labor Department released the May jobs report Friday at 8:30 a.m. ET. Here were the main results from the report, compared to Bloomberg consensus data:
Change in non-farm payrolls: +2.509 million vs. -7.5 million expected and -20.687 million in..."
350,"America, Meet Your New Republican Bosses","Republican victories in Tuesday's Senate elections push out a Democratic old guard and usher in a new crop of hungry GOPers, some just getting their feet wet in politics.
Republicans won control of the Senate partly with the help of newcomers who ousted Democratic incumbents and whipped rivals for seats vacated by retiring liberal lions, whose political service spanned decades that included some of the biggest moments in modern U.S. political history. These departing senators have chaired powerful committees, authored landmark bills, exposed torture in Vietnam, debated CIA interrogation methods,..."
351,"Obama, Congress prepare for new reality after GOP sweep","As the big red wave swept the Republicans into control of the Senate, the White House remained largely mum. That will change Wednesday afternoon when President Obama emerges to address the new political landscape for his final two years in office.
The president, still weighed down by a popularity rating in the low 40% range in public polls, also invited House and Senate leaders of both parties to a meeting Friday at the White House to discuss the road ahead.
White House press spokesman Josh Earnest an"
352,"Republicans take control of Congress: Can Obama, GOP end ‘perpetual conflict’?","Tuesday’s big electoral wins have handed the reins of Congress to Republicans for the remainder of President Obama’s term, but immediately raise the question of whether the next two years will bring more acrimonious gridlock – or some compromise on key issues ranging from immigration to energy.
In his victory speech Tuesday night, Senate Republican Leader Mitch McConnell, who is expected to ascend to majority leader, said some things won't change next year. But he stressed that lawmakers and the White House don't have to be in ""perpetual conflict"" and..."
353,Behind Mark Sanford's turnaround,South Carolinians may not love former Gov. Mark Sanford. They may still have a bad taste in their mouths after his governorship.
354,5 things we learned from Sanford's win,Mark Sanford is heading back to Washington after detours along the Appalachian Trail and Argentina.
355,Former S.C. Gov. Sanford headed back to Congress after defeating Colbert Busch,"Former South Carolina Gov. Mark Sanford, once a rising star in the Republican Party whose career crashed four years ago after a bizarre extramarital affair, capped a remarkable political comeback Tuesday by winning a special election for the state's open House seat."
356,World remembers Holocaust as antisemitism rises in pandemic,"Holocaust survivors and politicians warned about the resurgence of antisemitism and Holocaust denial as the world remembered Nazi atrocities and commemorated the 77th anniversary of the liberation of the Auschwitz concentration camp on Thursday.
“I have lived in New York for 75 years, but I still remember well the terrible time of horror and hatred,” survivor Inge Auerbacher, 87, told the German parliament. “Unfortunately, this cancer has reawakened and hatred of Jews is commonplace again in many countries in the world, including Germany.”
Commemorations took place amid a rise of..."
357,Politicizing the Holocaust dehumanizes us all,"As a child of Holocaust survivors, nothing is more sacred and important to me than preserving the memory of this period. The international community has made great strides in educating the world about it.
Just last week, the United Nations adopted a resolution by consensus against Holocaust denial, while Egypt commemorated International Holocaust Remembrance Day for the very first time, in an event sponsored by Cairo's US embassy and the United States Holocaust Memorial Museum. Yet as we mark this year's International Holocaust Remembrance Day, I am terribly saddened by efforts to minimize the..."
358,Holocaust Remembrance Day – why we must never forget,"January 27 has been designated by the United Nations as International Holocaust Remembrance Day. The date was chosen because, on January 27, 1945, the infamous Nazi German slave labor and death camp, Auschwitz-Birkenau, was liberated by the Soviet army.
The camp, actually it was a complex of camps and work sites, was the destination for more than 1.3 million people arrested, deported, and enslaved by Hitler’s regime. Beyond imagination, an estimated 1.1 million were murdered there, of whom one million were Jews from across Europe and one hundred thousand were..."
359,Hong Kong protesters storm government building over China extradition bill,"Protestors storm the Legislative Council: Hundreds of angry, young protesters have broken into the heart of the government of Hong Kong, in a major escalation after weeks of mass demonstrations."
360,Hong Kong demonstrators storm government building amid protests on anniversary of return of Chinese rule,"A group of protestors smashed a window and stormed Hong Kong's legislature building Monday amid another round of massive demonstrations in the city on the 22nd anniversary of the return to Chinese rule.
The crowd, comprised of mostly young protesters, could be seen on video using a cargo cart and large poles as battering rams against the glass panel. The demonstrators then tore down part of a glass and metal exterior wall of the government building, carrying away the long strips of metal framework."
361,Hong Kong protesters smash up legislature in direct challenge to China,"HONG KONG (Reuters) - Hundreds of Hong Kong protesters stormed the legislature on the anniversary of the city’s 1997 return to China on Monday, destroying pictures and daubing walls with graffiti in a direct challenge to China as anger over an extradition bill spiraled out of control."
362,The Jones Act Waiver For Puerto Rico Just Expired And Won’t Be Renewed,That means the U.S. island decimated by Hurricane Maria will go back to paying double the shipping costs for food and supplies.
363,White House lets Jones Act waiver expire for Puerto Rico,"The White House has let a 10-day shipping waiver expire for Puerto Rico, meaning foreign ships can no longer bring aid to the hurricane-ravaged island from U.S. ports."
364,DHS won't extend Jones Act waiver for Puerto Rico,"The Jones Act waiver for Puerto Rico expired Sunday and will not be renewed, the Department of Homeland Security said Monday."
365,CDC urges kids ages 16-17 to get newly cleared boosters; your 3rd shot unlikely to be your last,"With the new omicron variant of the coronavirus spreading in the U.S., federal authorities are giving booster shots for 16- and 17-year-olds a strong endorsement.
Hours after the Food and Drug Administration on Thursday authorized the extra doses of Pfizer-BioNTech’s COVID-19 vaccine for adolescents in that age group, the Centers for Disease Control and Prevention recommended that those teens get the added protection as soon as they're six months past their initial shots.
“Today, CDC is strengthening its booster recommendations and encouraging everyone 16 and older to receive a booster shot,'' the..."
366,"US expands Pfizer COVID boosters, opens extra dose to age 16","U.S. health authorities again expanded the nation’s booster campaign Thursday, opening extra doses of Pfizer’s COVID-19 vaccine to several million 16- and 17-year-olds.
The U.S. and many other nations already were urging adults to get booster shots to pump up immunity that can wane months after vaccination, calls that intensified with the discovery of the worrisome new omicron variant.
On Thursday, the Food and Drug Administration gave emergency authorization for 16- and 17-year-olds to get a third dose of the vaccine made by Pfizer and its partner BioNTech — once they’re..."
367,CDC Recommends All 16- and 17-year-olds Get COVID-19 Booster Shots,"The Centers for Disease Control and Prevention (CDC) on Thursday recommended every 16- and 17-year-old in the United States get a COVID-19 booster shot, provided their last vaccination was done at least six months ago.
“Although we don’t have all the answers on the Omicron variant, initial data suggests that COVID-19 boosters help broaden and strengthen the protection against Omicron and other variants. We know that COVID-19 vaccines are safe and effective, and I strongly encourage adolescents ages 16 and 17 to get their booster if they are at least 6..."
368,"Obama, Romney to break from trail ahead of debate","President Obama travels to Henderson, Nev., on Sunday for a mission far more important than the usual swing state campaign rally: He will huddle privately with senior aides for an intensive three-day boot camp to prepare for the first presidential debate."
369,Presidential Debates: The One Area Where Campaigns Pitch Their Weakness,"It's the old game of setting the bar high for your opponent and lower for your candidate, of course. That way, anything short of a disastrous debate performance can be claimed as a knockout victory."
370,Campaigns launch into expectations game ahead of vital presidential debate,"With the first presidential debate set for Wednesday, the campaigns are hard at work trying to jockey for advantage -- as the Obama campaign girds for a potentially aggressive performance by Mitt Romney."
371,Video potential worry for Obama campaign,"The five-year old video showing President Barack Obama talking bluntly about race, Hurricane Katrina and Rev. Jeremiah Wright is a source of worry for a campaign thats already on a knifes edge over Wednesday nights high-stakes debate in Denver and thinning leads in national polls."
372,Conservative media coordinates on release of old Obama video,"On the eve of the first presidential debate, conservative media outlets seized on footage of a five-year-old, widely covered speech by then-presidential candidate Barack Obama, who argued at the time that the federal government discriminated against Hurricane Katrina victims."
373,Video surfaces of Obama in 2007 suggesting racism slowed aid to post-Katrina New Orleans,"In June 2007, then-Sen. Barack Obama told a mostly black audience of ministers that the country's leaders ""don't care about"" New Orleans residents, suggesting the city was neglected in the aftermath of Hurricane Katrina because of institutional racism, according to an unedited video reported on by The Daily Caller"
374,ABC says interview with Epstein accuser wasn’t ready to air,"NEW YORK (AP) — ABC News faced questions Tuesday about whether it was reluctant to air a sensitive story about alleged sexual misconduct after a leaked video emerged of its reporter complaining about how her bosses handled an interview with a Jeffrey Epstein accuser.
The conservative web site Project Veritas released video of Amy Robach venting that “every day I get more and more pissed” that her 2015 interview with Virginia Roberts never made the air. The video, taken while Robach was in a Times Square studio but not on..."
375,ABC News’ Amy Robach claims network ‘quashed’ Jeffrey Epstein coverage on hot mic,"ABC News anchor Amy Robach was caught on a hot mic griping about how the network allegedly “quashed” her exclusive coverage of the Jeffrey Epstein sex scandal before it exploded years later.
Undated clips showing Robach slamming ABC were made public Tuesday by right-wing group Project Veritas."
376,ABC News Anchor Caught on Mic Saying Network Quashed Jeffrey Epstein Story,"ABC News anchor Amy Robach was caught on camera slamming her own network for allegedly sitting on the Jeffrey Epstein story three years ago. In a video clip released by right-wing group Project Veritas on Tuesday, Robach is seemingly caught on a hot mic complaining to colleagues that her Epstein story was suppressed by network executives. Robach says she’d spoken to Virginia Roberts Giuffre, who alleges Epstein used her as a sex slave and trafficked her to his powerful friends, including Britain’s Prince Andrew. “I’ve had this interview with Virginia..."
377,Trump delivers another blow to Fox News: 'Fox isn’t working for us anymore!',"President Donald Trump let loose on Fox News on Wednesday, saying the network ""isn’t working for us anymore"" while encouraging his followers to look for an alternative to his long-cherished cable news channel.
In a three-part Twitter attack, Trump escalated his feud that started earlier this year when the network started featuring more Democratic commentators and hosted a series of town halls with Democratic presidential candidates."
378,Fox isn’t working for us anymore!': Trump slams Fox News for 2020 coverage,"WASHINGTON – Saying that Fox News ""isn't working for us anymore,"" President Donald Trump slammed the network Wednesday for its coverage of the 2020 presidential race.
Trump in a series of tweets accused Fox News of ""promoting the Democrats through their DNC Communications Director, spewing out whatever she wanted with zero pushback by anchor, @SandraSmithFox.""
DNC communications director Xochitl Hinojosa was on Fox News' ""America's Newsroom"" to discuss the Democratic race, as Wednesday is the last day that candidates can meet the polling requirements to be in the upcoming Democratic..."
379,Warning signs for Trump as poll shows more think economy is getting worse,"In what could be a new warning sign for President Trump’s 2020 re-election bid, a new poll indicates that for the first time since his 2016 election victory, more voters say the economy’s getting worse rather than better.
Thirty-seven percent of those questioned in a Quinnipiac University poll released on Wednesday said the economy’s getting worse, with 31 percent saying conditions are getting better.
That’s a switch from Quinnipiac’s June poll, when by a 39-23 percent margin, those questioned said the economy was improving."
380,Pelosi says House to vote on resolution to limit Trump's military actions on Iran,"U.S. House Speaker Nancy Pelosi said the House will introduce and vote on a war powers resolution this week to limit U.S. President Donald Trump’s military actions regarding Iran.
“This resolution is similar to the resolution introduced by Senator Tim Kaine in the Senate,” Pelosi said in a statement late on Sunday.
“It reasserts Congress’s long-established oversight responsibilities by mandating that if no further Congressional action is taken, the Administration’s military hostilities with regard to Iran cease within 30 days.”
The resolution is likely to win approval in the Democratic-led..."
381,Pelosi says House will introduce 'War Power Resolution' aimed to limit Trump's Iran military action,"House Speaker Nancy Pelosi on Sunday sent a letter to Democratic members of Congress announcing the House will introduce and vote on a ""War Powers Resolution to limit the President's military actions regarding Iran"" amid rising tension.
The resolution, Pelosi writes, ""reasserts Congress's long-established oversight responsibilities by mandating that if no further Congressional action is taken, the Administration's military hostilities with regard to Iran cease within 30 days.""
The letter comes as the US is deploying thousands of additional troops to the Middle East following the airstrike that killed Iranian..."
382,Pelosi moves to limit Trump’s actions in Iran with War Powers Resolution vote,"House Speaker Nancy Pelosi announced overnight that she plans on taking measures to potentially curb President Trump’s ability to conduct military operations against Iran.
Pelosi and other Democrats have been critical of Trump’s decision to conduct an airstrike in Iraq that killed Iranian Gen. Qassem Soleimani, head of the Islamic Revolutionary Guard Corps' elite Quds Force, claiming he did not properly notify Congress in advance and warning about the risk of escalation in the region. Trump has also threatened additional action if Iran retaliates for Soleimani’s death.
“This week, the..."
383,Is Trump the Reason the Fed Is Cutting Rates?,"President Donald Trump's repeated calls for easier monetary policy may not be what's driving the Federal Reserve to cut interest rates on Wednesday.
But Trump's policies have set the table for it.
His aggressive tactics on trade, including 25% tariffs on $200 billion of Chinese goods that prompted retaliatory duties on U.S. exports, have made companies uncertain about the future and more hesitant to invest.
The Fed's beige book, a collection of economic anecdotes from around the country, now regularly features an escalating and eclectic collection of trade-related impacts.
In..."
384,Fed Looks Locked In for Quarter-Point Cut: Decision Day Guide,"The Federal Reserve is widely expected to lower interest rates by a quarter-point at its meeting that concludes Wednesday and leave the option open for additional moves despite demands by President Donald Trump for a “large” rate cut.
“We may get a dissent or two, but it seems like a 25-basis-point cut is pretty much locked in,” said Julia Coronado, president and founder of MacroPolicy Perspectives LLC in New York.
The Federal Open Market Committee will issue a policy statement at 2 p.m. after the two-day meeting concludes and Chairman..."
385,Fed expected to cut interest rates: What does it mean for you?,"The Federal Reserve is expected to cut interest rates for the first in 10 years on Wednesday, and the market appears to be shrugging it off.
The Federal Open Market Committee is expected to announce a rate cut of 0.25% or 25 basis points -- the first such move since the financial crisis in December 2008. Economists and market watchers will be waiting to see if the central bank signals further cuts this year.
But how will the rate cut affect the average American?
The answer, economists say, is not..."
386,President ObamaÃ¢â‚¬â„¢s State of the Union: Aggressive,"President Barack Obamas State of the Union speech will be less a presidential olive branch than a congressional cattle prod.
Emboldened by electoral victory and convinced the GOP is unwilling to cut deals, Obama plans to use his big prime-time address Tuesday night to issue another broad challenge at a Republican Party he regards as vulnerable and divided, Democrats close to Obama say."
387,ObamaÃ¢â‚¬â„¢s State of the Union to highlight the plusses of progressive policy,"Progressive policies are great: Thats the gist of what President Obama will suggest during Tuesdays State of the Union speech, according to various leaks, analyses and outright guesses.
The focus on a “course correction and return to a focus on progressivism, as The Daily Caller describes it, comes amid a long-term economic lag that is being answered by Democrats and the White House with a call for more tax increases. By comparison, Mr. Obama highlighted in his last major speech Ã¢â‚¬â€ Januarys inaugural address Ã¢â‚¬â€ on social policy and..."
388,Obama's second act: Why State of Union speech may do little to fix Washington,"It is the second big speech of his presidency's second act, but there is little or nothing to suggest President Barack Obama's State of the Union Address offers any hope of a new beginning or a new spirit in divided Washington."
389,Carly Fiorina Opposes A Paid Maternity Leave Requirement,"Republican presidential hopeful Carly Fiorina said Sunday that she would oppose a government requirement to give workers in the private sector paid maternity or paternity leave.
""I don't think it's the role of government to dictate to the private sector how to manage their businesses,"" Fiorina told Jake Tapper on CNN's ""State of the Union."" ""For the government to tell others how to do things, when the government hasn't gotten its basic house in order, is not only ineffective, it"
390,‘Shocker’ New Poll Says Trump Lost GOP Debate to Someone Who Wasn’t Even On Stage With Him,"According to a new poll, Carly Fiorina is the Republican presidential candidate of choice after Thursday night’s debates.
The nationwide poll of more than 17,000 people from the Association of Mature American Citizens — a conservative organization for those 50-years-old and up — asked who won Thursday night and included candidates in the official GOP debate and the earlier, second-tier debate. With 6,273 votes Fiorina led the poll at 36 percent."
391,Carly Fiorina opposes paid maternity leave mandate,"Carly Fiorina says she's glad some companies are offering paid maternity leave -- but the government shouldn't mandate it.
""I'm not saying I oppose paid maternity leave. What I'm saying is I oppose the federal government mandating paid maternity leave to every company out there,"" Fiorina, the Republican presidential contender, said Sunday in an interview with CNN's Jake Tapper on ""State of the Union."""
392,"Obama: ""He Did in 46 Years What Most of Us Couldn’t Do in 146""","With heavy hearts, the Biden family—and their closest friends and loved ones—laid to rest Beau Biden, 46, on Saturday. He was Biden's eldest son, and the first child of an incumbent president (or vice president) to die while in office in roughly five decades. He was also an Iraq War veteran, former Attorney General of Delaware, and a rising star in the Democratic Party, rumored to be running for governor in 2016. He died on May 30th of brain cancer.
At the funeral Mass earlier today, President Obama delivered the..."
393,A man of character': Obama delivers emotional eulogy for Beau Biden,"President Barack Obama eulogized Beau Biden Saturday as a good man of character, hailing the compassion and public service of his family in a moving funeral oration about the son of grief-stricken Vice President Joe Biden.
Obama said that the former Delaware Attorney General and Iraq War veteran who died a week ago from brain cancer was a fine man full of integrity who had refused to trade on his family name. He did his duty to his country and ""did not have a mean bone in his body,"" Obama..."
394,Obama Delivers Emotional Eulogy For Beau Biden,"President Barack Obama on Saturday delivered an emotional tribute to Vice President Joe Biden's son Beau, who died last week.
""Beau Biden was an original,"" Obama said at a service for Biden in Wilmington, Delaware. ""He was a good man, a man of character, a man who loved deeply and was loved in return."""
395,"Census Bureau announces 331 million people in US, Texas will add two congressional seats","The US Census Bureau announced Monday that the total population of the United States has topped 331 million people, marking the country's second slowest population growth rate in US history. Amid that, Texas will gain two seats in the redistricting process, the results found.
Additionally, Colorado, Florida, Montana, North Carolina and Oregon will each gain one seat in Congress.
California, Illinois, Michigan, New York, Ohio, Pennsylvania and West Virginia will all lose congressional seats ahead of the 2022 midterm elections."
396,Census Shows South and Mountain West Gain Political Power From Population Growth,"Political power in the U.S. will shift further to states in the South and Mountain West—with Texas picking up two House seats and California losing one—as the country’s overall population growth slowed to the lowest rate since the Great Depression, the Census Bureau said Monday.
Thirteen states will gain or lose seats in the House of Representatives in next year’s elections through the once-a-decade reapportionment required by the Constitution. They will also lose or gain votes in the Electoral College beginning in 2024.
Besides the double gain for Texas, five..."
397,Census data reveals population growth at slowest pace in decades,"While the U.S. population grew from 2010-2020, it was at a slower rate than in any decade in nearly a century, according to new census data.
Census data unveiled on Monday revealed that the U.S. population on April 1, 2020, was 331.5 million, an increase of only 7.4% from 2010.
The only decade dating back to the 1910s that experienced a slower increase in population growth was the 1930s, during the Great Depression, where it increased by 7.3% from 1930-1940, according to the Washington Post. Slowed population growth is a..."
398,"FAIL: USA Today Fact Check Claims Trump Campaign Using ‘Nazi’ Symbolism, Faceplants Spectacularly","In a “fact check” published on Saturday, USA Today claimed to “confirm” rumors that President Donald Trump’s re-election campaign was selling merchandise emblazoned with a “Nazi symbol,” the “Imperial Eagle.” By Sunday night, however, after being fully embarrassed on social media, the paper walked back their claims.
The “fact check” came in response to claims made by two Twitter accounts, Bend the Curve, a left-leaning anti-Semitism watchdog account, and The Lincoln Project, a Republican anti-Trump political action group. The two organizations both noted that Trump’s campaign was selling shirts featuring..."
399,USA Today dragged for 'fact check' claiming Trump campaign sold shirts with Nazi symbol: 'This is moronic',"USA Today was dragged over the weekend after publishing a “fact check” claiming the Trump campaign sold shirts featuring a Nazi symbol of an eagle, and later clarified that “the eagle is a longtime US symbol, too.”
The paper published a “fact check” claiming “Trump's campaign website recently unveiled a T-shirt that has come under fire because of design similarities between its logo and a Nazi symbol” and coming to the conclusion that the claims are “true.”
“The claims that a Trump campaign T-shirt has come under criticism for using..."
400,Trump campaign accused of T-shirt design with similarity to Nazi eagle,"The claim: Trump campaign shirts feature imperial eagle, a Nazi symbol
President Donald Trump's campaign website recently unveiled a T-shirt that has come under fire because of design similarities between its logo and a Nazi symbol.
The similarity was first noticed, according to Forward, by two Twitter accounts, Bend the Arc: Jewish Action, described as a Jewish progressive group, and the Lincoln Project, an anti-Trump group formed by Republicans.
""The President of the United States is campaigning for reelection with a Nazi symbol. Again,"" Bend the Arc tweeted..."
401,"OPINION: Landrieu throws Hail Mary, GOP may score","There are many crucial items facing the lame-duck Congress, from Ebola to the Islamic State to funding the federal government.
But nobody predicted that the first legislation Congress would take up would be the Mary Landrieu Preservation Act of 2014."
402,"Congress Will Vote On Keystone XL Pipeline, With An Eye On Louisiana","Two bills that would authorize building the controversial Keystone XL pipeline will soon come to a vote in Congress, as their sponsors — Sen. Mary Landrieu, D-La., and Rep. Bill Cassidy, R-La. — head toward a runoff election next month to decide who will win the Senate race."
403,"Keystone pipeline re-emerges as political football as Landrieu, GOP rival call for vote","The lame-duck Congress has been in session a matter of hours, and the Keystone pipeline already is a political football."
404,"James Mattis quitting as defense secretary, cites differences with Trump","Defense Secretary James Mattis, the last of a team President Trump dubbed “my generals,” will step down early next year amid deepening rifts with the White House on crucial foreign policy matters, marking the departure of an original Trump Cabinet member and creating a leadership void at the Pentagon at a critical time for the president at home and abroad."
405,"James Mattis to Depart as Defense Chief Over Troop Withdrawals from Syria, Afghanistan","In letter to Trump, Marine veteran said president had right to a secretary ‘whose views are better aligned with yours’."
406,Mattis resigns after clash with Trump over troop withdrawal from Syria and Afghanistan,"Defense Secretary James Mattis, the last of a team President Trump dubbed “my generals,” will step down early next year amid deepening rifts with the White House on crucial foreign policy matters, marking the departure of an original Trump Cabinet member and creating a leadership void at the Pentagon at a critical time for the president at home and abroad."
407,ISIS claim responsibility for shooting at Texas Muhammad cartoon contest,The Islamic State terror group (ISIS) Tuesday issued a claim of responsibility for Sunday's attack on a Texas cartoon contest featuring images of the Muslim prophet Muhammad.
408,"ISIS Claims Credit For Shooting In Garland, Texas","The self-declared Islamic State is taking credit for a thwarted attack on a contest to draw the Prophet Muhammad in Garland, Texas."
409,ISIS Claims Link to Shooting at Texas Event Showing Muhammad Cartoons,"The Islamic State extremist group has sought to link itself to Sunday’s attack in Garland, Tex., during which two assailants shot a security guard before being killed by police officers outside an event devoted to cartoons depicting the Prophet Muhammad, a group that monitors extremist activity online reported on Tuesday."
410,Trump Pushes Back Against Mitch McConnell’s Criticism Of ‘Excessive Expectations’,The president is disappointed in Congress’ failure to repeal Obamacare.
411,Trump Criticizes McConnell for Failure to Advance Health-Law Reform,Remarks were after the Senate leader critiqued the ‘artificial deadlines’ set by the president.
412,Trump Continues Hammering McConnell Over Healthcare Failure,President Trump on Thursday continued his criticism of Senate Majority Leader Mitch McConnell for failing to repeal and replace Obamacare—even after seven years of promising to do so.
413,Tulsi Gabbard Votes ‘Present’ on Impeachment Articles,"Representative Tulsi Gabbard, a Hawaii Democrat and 2020 presidential candidate, broke with most members of her party on Wednesday and voted “present” on the two articles of impeachment charging President Trump with abuse of power and obstruction of Congress.
Ms. Gabbard, the only presidential candidate who had a vote on impeachment, criticized the proceedings as “a partisan process, fueled by tribal animosities,” and said she had introduced a resolution to censure Mr. Trump, rather than remove him from office.
“I came to the conclusion that I could not in good..."
414,"Gabbard Defends ‘Present’ Impeachment Vote, Citing ‘Tribal Animosities’","Democratic presidential candidate Tulsi Gabbard cast the lone “present” vote Wednesday evening on both articles of impeachment against President Trump and defended breaking from her party, slamming the process as tainted by partisanship.
After reading the impeachment report, the Hawaii congresswoman said in a statement that she “came to the conclusion that I could not in good conscience vote either yes or no.”
“I could not in good conscience vote against impeachment because I believe President Trump is guilty of wrongdoing,” Gabbard said. “I also could not in good conscience..."
415,Tulsi Gabbard on Trump impeachment: 'I could not in good conscience vote either yes or no',"The only Democrat or Republican to vote ""present"" to impeach President Donald Trump in the House on Tuesday on both articles of impeachment was Hawaiian Rep. Tulsi Gabbard.
In a statement after her vote, Gabbard, who is also running for the 2020 Democratic presidential nomination, released a statement, claiming that after doing her ""due diligence in reviewing the 658-page impeachment report, I came to the conclusion that I could not in good conscience vote either yes or no.”"
